Year,Sport,Country,NOC,Prev_Sport_Medals,Athlete_Count,Is_Host,Population,GDP_per_capita,log_Pop,log_GDPpc,Gold,Silver,Bronze,Total_Medals
2020,Athletics,Uganda,UGA,1.0,11,0,47187703.0,2678.009,17.66964390814298,7.893202229001452,2,1,1,4
2024,Athletics,Uganda,UGA,4.0,11,0,53436321.0,2879.6702,17.794001259973825,7.965778254390941,1,1,0,2
1996,Archery,Ukraine,UKR,0.0,6,0,50582456.0,9969.501,17.73911537453875,9.207386112445613,0,0,1,1
1996,Artistic Gymnastics,Ukraine,UKR,0.0,0,0,50582456.0,9969.501,17.73911537453875,9.207386112445613,3,1,1,5
1996,Athletics,Ukraine,UKR,0.0,43,0,50582456.0,9969.501,17.73911537453875,9.207386112445613,1,0,3,4
1996,Boxing,Ukraine,UKR,0.0,7,0,50582456.0,9969.501,17.73911537453875,9.207386112445613,1,0,1,2
1996,Rhythmic Gymnastics,Ukraine,UKR,0.0,2,0,50582456.0,9969.501,17.73911537453875,9.207386112445613,1,0,1,2
1996,Rowing,Ukraine,UKR,0.0,20,0,50582456.0,9969.501,17.73911537453875,9.207386112445613,0,1,0,1
1996,Sailing,Ukraine,UKR,0.0,12,0,50582456.0,9969.501,17.73911537453875,9.207386112445613,1,0,1,2
1996,Weightlifting,Ukraine,UKR,0.0,7,0,50582456.0,9969.501,17.73911537453875,9.207386112445613,1,0,1,2
1996,Wrestling,Ukraine,UKR,0.0,17,0,50582456.0,9969.501,17.73911537453875,9.207386112445613,1,0,3,4
2000,Archery,Ukraine,UKR,1.0,6,0,48840074.0,10364.0625,17.704061742832135,9.246196054760045,0,1,0,1
2000,Artistic Gymnastics,Ukraine,UKR,5.0,0,0,48840074.0,10364.0625,17.704061742832135,9.246196054760045,0,1,1,2
2000,Athletics,Ukraine,UKR,4.0,54,0,48840074.0,10364.0625,17.704061742832135,9.246196054760045,0,0,2,2
2000,Boxing,Ukraine,UKR,2.0,11,0,48840074.0,10364.0625,17.704061742832135,9.246196054760045,0,2,3,5
2000,Cycling Track,Ukraine,UKR,0.0,0,0,48840074.0,10364.0625,17.704061742832135,9.246196054760045,0,1,1,2
2000,Diving,Ukraine,UKR,0.0,8,0,48840074.0,10364.0625,17.704061742832135,9.246196054760045,0,0,1,1
2000,Judo,Ukraine,UKR,0.0,7,0,48840074.0,10364.0625,17.704061742832135,9.246196054760045,0,0,1,1
2000,Sailing,Ukraine,UKR,2.0,11,0,48840074.0,10364.0625,17.704061742832135,9.246196054760045,0,0,1,1
2000,Shooting,Ukraine,UKR,0.0,6,0,48840074.0,10364.0625,17.704061742832135,9.246196054760045,1,0,0,1
2000,Swimming,Ukraine,UKR,0.0,25,0,48840074.0,10364.0625,17.704061742832135,9.246196054760045,2,2,0,4
2000,Trampolining,Ukraine,UKR,0.0,2,0,48840074.0,10364.0625,17.704061742832135,9.246196054760045,0,1,0,1
2000,Wrestling,Ukraine,UKR,4.0,16,0,48840074.0,10364.0625,17.704061742832135,9.246196054760045,0,2,0,2
2004,Archery,Ukraine,UKR,1.0,6,0,47215966.0,15021.066,17.670242677248993,9.617275465792423,0,0,1,1
2004,Artistic Gymnastics,Ukraine,UKR,2.0,0,0,47215966.0,15021.066,17.670242677248993,9.617275465792423,1,0,0,1
2004,Athletics,Ukraine,UKR,2.0,50,0,47215966.0,15021.066,17.670242677248993,9.617275465792423,0,1,2,3
2004,Canoe Sprint,Ukraine,UKR,0.0,0,0,47215966.0,15021.066,17.670242677248993,9.617275465792423,0,0,1,1
2004,Fencing,Ukraine,UKR,0.0,10,0,47215966.0,15021.066,17.670242677248993,9.617275465792423,0,0,1,1
2004,Handball,Ukraine,UKR,0.0,15,0,47215966.0,15021.066,17.670242677248993,9.617275465792423,0,0,1,1
2004,Judo,Ukraine,UKR,1.0,8,0,47215966.0,15021.066,17.670242677248993,9.617275465792423,0,1,0,1
2004,Rhythmic Gymnastics,Ukraine,UKR,2.0,8,0,47215966.0,15021.066,17.670242677248993,9.617275465792423,0,0,1,1
2004,Rowing,Ukraine,UKR,1.0,10,0,47215966.0,15021.066,17.670242677248993,9.617275465792423,0,0,1,1
2004,Sailing,Ukraine,UKR,1.0,10,0,47215966.0,15021.066,17.670242677248993,9.617275465792423,0,2,0,2
2004,Shooting,Ukraine,UKR,1.0,11,0,47215966.0,15021.066,17.670242677248993,9.617275465792423,1,0,0,1
2004,Swimming,Ukraine,UKR,4.0,27,0,47215966.0,15021.066,17.670242677248993,9.617275465792423,2,0,1,3
2004,Trampolining,Ukraine,UKR,1.0,2,0,47215966.0,15021.066,17.670242677248993,9.617275465792423,1,0,0,1
2004,Weightlifting,Ukraine,UKR,2.0,9,0,47215966.0,15021.066,17.670242677248993,9.617275465792423,1,1,0,2
2004,Wrestling,Ukraine,UKR,2.0,16,0,47215966.0,15021.066,17.670242677248993,9.617275465792423,2,0,0,2
2008,Archery,Ukraine,UKR,1.0,5,0,46186430.0,18883.986,17.648196611614594,9.846122493817186,1,0,0,1
2008,Artistic Gymnastics,Ukraine,UKR,1.0,0,0,46186430.0,18883.986,17.648196611614594,9.846122493817186,0,0,1,1
2008,Athletics,Ukraine,UKR,3.0,66,0,46186430.0,18883.986,17.648196611614594,9.846122493817186,1,2,1,4
2008,Boxing,Ukraine,UKR,5.0,7,0,46186430.0,18883.986,17.648196611614594,9.846122493817186,1,0,1,2
2008,Canoe Sprint,Ukraine,UKR,1.0,0,0,46186430.0,18883.986,17.648196611614594,9.846122493817186,1,0,1,2
2008,Cycling Track,Ukraine,UKR,2.0,0,0,46186430.0,18883.986,17.648196611614594,9.846122493817186,0,0,1,1
2008,Diving,Ukraine,UKR,1.0,9,0,46186430.0,18883.986,17.648196611614594,9.846122493817186,0,0,1,1
2008,Fencing,Ukraine,UKR,1.0,10,0,46186430.0,18883.986,17.648196611614594,9.846122493817186,1,0,0,1
2008,Judo,Ukraine,UKR,1.0,9,0,46186430.0,18883.986,17.648196611614594,9.846122493817186,0,0,1,1
2008,Rhythmic Gymnastics,Ukraine,UKR,1.0,8,0,46186430.0,18883.986,17.648196611614594,9.846122493817186,0,0,1,1
2008,Shooting,Ukraine,UKR,1.0,12,0,46186430.0,18883.986,17.648196611614594,9.846122493817186,2,1,0,3
2008,Wrestling,Ukraine,UKR,2.0,16,0,46186430.0,18883.986,17.648196611614594,9.846122493817186,0,1,3,4
2012,Artistic Gymnastics,Ukraine,UKR,1.0,0,0,45349333.0,17848.74,17.629906048640294,9.789744221275372,0,0,1,1
2012,Athletics,Ukraine,UKR,4.0,73,0,45349333.0,17848.74,17.629906048640294,9.789744221275372,0,0,3,3
2012,Boxing,Ukraine,UKR,2.0,7,0,45349333.0,17848.74,17.629906048640294,9.789744221275372,2,1,2,5
2012,Canoe Sprint,Ukraine,UKR,2.0,0,0,45349333.0,17848.74,17.629906048640294,9.789744221275372,1,2,0,3
2012,Fencing,Ukraine,UKR,1.0,8,0,45349333.0,17848.74,17.629906048640294,9.789744221275372,1,0,1,2
2012,Rowing,Ukraine,UKR,1.0,21,0,45349333.0,17848.74,17.629906048640294,9.789744221275372,1,0,0,1
2012,Shooting,Ukraine,UKR,3.0,8,0,45349333.0,17848.74,17.629906048640294,9.789744221275372,0,0,2,2
2012,Weightlifting,Ukraine,UKR,2.0,6,0,45349333.0,17848.74,17.629906048640294,9.789744221275372,0,0,1,1
2012,Wrestling,Ukraine,UKR,4.0,13,0,45349333.0,17848.74,17.629906048640294,9.789744221275372,0,1,0,1
2016,Artistic Gymnastics,Ukraine,UKR,1.0,0,0,44438625.0,15856.8125,17.60961960416592,9.671417560077238,1,1,0,2
2016,Athletics,Ukraine,UKR,3.0,65,0,44438625.0,15856.8125,17.60961960416592,9.671417560077238,0,0,1,1
2016,Canoe Sprint,Ukraine,UKR,3.0,0,0,44438625.0,15856.8125,17.60961960416592,9.671417560077238,1,0,1,2
2016,Fencing,Ukraine,UKR,2.0,14,0,44438625.0,15856.8125,17.60961960416592,9.671417560077238,0,1,1,2
2016,Modern Pentathlon,Ukraine,UKR,0.0,3,0,44438625.0,15856.8125,17.60961960416592,9.671417560077238,0,1,0,1
2016,Rhythmic Gymnastics,Ukraine,UKR,1.0,6,0,44438625.0,15856.8125,17.60961960416592,9.671417560077238,0,0,1,1
2016,Shooting,Ukraine,UKR,2.0,8,0,44438625.0,15856.8125,17.60961960416592,9.671417560077238,0,1,0,1
2016,Wrestling,Ukraine,UKR,1.0,11,0,44438625.0,15856.8125,17.60961960416592,9.671417560077238,0,1,0,1
2020,Artistic Swimming,Ukraine,UKR,0.0,0,0,43579234.0,17092.54,17.590091333402857,9.746455893336972,0,0,2,2
2020,Athletics,Ukraine,UKR,1.0,65,0,43579234.0,17092.54,17.590091333402857,9.746455893336972,0,0,1,1
2020,Boxing,Ukraine,UKR,5.0,7,0,43579234.0,17092.54,17.590091333402857,9.746455893336972,0,1,0,1
2020,Canoe Sprint,Ukraine,UKR,2.0,0,0,43579234.0,17092.54,17.590091333402857,9.746455893336972,0,1,1,2
2020,Cycling Track,Ukraine,UKR,1.0,0,0,43579234.0,17092.54,17.590091333402857,9.746455893336972,0,1,0,1
2020,Fencing,Ukraine,UKR,2.0,14,0,43579234.0,17092.54,17.590091333402857,9.746455893336972,0,0,1,1
2020,Judo,Ukraine,UKR,1.0,9,0,43579234.0,17092.54,17.590091333402857,9.746455893336972,0,0,1,1
2020,Karate,Ukraine,UKR,0.0,0,0,43579234.0,17092.54,17.590091333402857,9.746455893336972,0,1,1,2
2020,Shooting,Ukraine,UKR,1.0,8,0,43579234.0,17092.54,17.590091333402857,9.746455893336972,0,0,1,1
2020,Swimming,Ukraine,UKR,3.0,27,0,43579234.0,17092.54,17.590091333402857,9.746455893336972,0,1,1,2
2020,Tennis,Ukraine,UKR,0.0,0,0,43579234.0,17092.54,17.590091333402857,9.746455893336972,0,0,1,1
2020,Wrestling,Ukraine,UKR,1.0,11,0,43579234.0,17092.54,17.590091333402857,9.746455893336972,1,1,2,4
2024,Artistic Gymnastics,Ukraine,UKR,2.0,0,0,42687381.0,16319.845,17.569413931016207,9.700198404138503,0,1,0,1
2024,Athletics,Ukraine,UKR,1.0,65,0,42687381.0,16319.845,17.569413931016207,9.700198404138503,1,0,2,3
2024,Boxing,Ukraine,UKR,1.0,7,0,42687381.0,16319.845,17.569413931016207,9.700198404138503,1,0,0,1
2024,Canoe Sprint,Ukraine,UKR,2.0,0,0,42687381.0,16319.845,17.569413931016207,9.700198404138503,0,1,0,1
2024,Fencing,Ukraine,UKR,1.0,14,0,42687381.0,16319.845,17.569413931016207,9.700198404138503,1,0,1,2
2024,Shooting,Ukraine,UKR,1.0,8,0,42687381.0,16319.845,17.569413931016207,9.700198404138503,0,1,0,1
2024,Wrestling,Ukraine,UKR,4.0,11,0,42687381.0,16319.845,17.569413931016207,9.700198404138503,0,2,1,3
2004,Shooting,United Arab Emirates,UAE,0.0,2,0,4087931.0,,15.22354977667645,,1,0,0,1
2016,Judo,United Arab Emirates,UAE,0.0,3,0,9269612.0,,16.04225218909777,,0,0,1,1
1900,Athletics,United States,USA,17.0,41,0,77781471.0,,18.16941381168636,,17,13,11,41
1900,Cycling Track,United States,USA,0.0,0,0,77781471.0,,18.16941381168636,,0,0,1,1
1900,Golf,United States,USA,0.0,9,0,77781471.0,,18.16941381168636,,2,0,0,2
1900,Rowing,United States,USA,0.0,9,0,77781471.0,,18.16941381168636,,1,0,0,1
1900,Sailing,United States,USA,0.0,2,0,77781471.0,,18.16941381168636,,0,0,2,2
1900,Tennis,United States,USA,0.0,5,0,77781471.0,,18.16941381168636,,0,0,1,1
1904,Archery,United States,USA,0.0,29,0,83870024.0,,18.24477883704091,,6,5,5,16
1904,Artistic Gymnastics,United States,USA,0.0,0,0,83870024.0,,18.24477883704091,,13,9,10,32
1904,Athletics,United States,USA,41.0,86,0,83870024.0,,18.24477883704091,,22,23,21,66
1904,Boxing,United States,USA,0.0,18,0,83870024.0,,18.24477883704091,,7,7,4,18
1904,Cycling Track,United States,USA,1.0,0,0,83870024.0,,18.24477883704091,,7,7,7,21
1904,Diving,United States,USA,0.0,2,0,83870024.0,,18.24477883704091,,1,0,1,2
1904,Fencing,United States,USA,0.0,7,0,83870024.0,,18.24477883704091,,1,5,4,10
1904,Football,United States,USA,0.0,23,0,83870024.0,,18.24477883704091,,0,1,1,2
1904,Golf,United States,USA,2.0,72,0,83870024.0,,18.24477883704091,,1,2,3,6
1904,Lacrosse,United States,USA,0.0,12,0,83870024.0,,18.24477883704091,,0,1,0,1
1904,Roque,United States,USA,0.0,4,0,83870024.0,,18.24477883704091,,1,1,1,3
1904,Rowing,United States,USA,1.0,35,0,83870024.0,,18.24477883704091,,5,4,4,13
1904,Swimming,United States,USA,0.0,24,0,83870024.0,,18.24477883704091,,4,7,7,18
1904,Tennis,United States,USA,1.0,35,0,83870024.0,,18.24477883704091,,2,2,4,8
1904,Tug-Of-War,United States,USA,0.0,19,0,83870024.0,,18.24477883704091,,1,1,1,3
1904,Water Polo,United States,USA,0.0,21,0,83870024.0,,18.24477883704091,,1,1,1,3
1904,Weightlifting,United States,USA,0.0,3,0,83870024.0,,18.24477883704091,,1,2,2,5
1904,Wrestling,United States,USA,0.0,35,0,83870024.0,,18.24477883704091,,7,7,7,21
1908,Archery,United States,USA,16.0,1,0,90615785.0,,18.322138994246053,,0,0,1,1
1908,Athletics,United States,USA,66.0,84,0,90615785.0,,18.322138994246053,,16,10,8,34
1908,Diving,United States,USA,2.0,2,0,90615785.0,,18.322138994246053,,0,0,1,1
1908,Jeu De Paume,United States,USA,0.0,2,0,90615785.0,,18.322138994246053,,1,0,0,1
1908,Shooting,United States,USA,3.0,17,0,90615785.0,,18.322138994246053,,3,2,1,6
1908,Swimming,United States,USA,18.0,8,0,90615785.0,,18.322138994246053,,1,0,1,2
1908,Wrestling,United States,USA,21.0,6,0,90615785.0,,18.322138994246053,,2,0,0,2
1912,Art Competitions,United States,USA,0.0,1,0,97526183.0,,18.3956314537601,,1,0,0,1
1912,Athletics,United States,USA,34.0,109,0,97526183.0,,18.3956314537601,,16,14,12,42
1912,Cycling Road,United States,USA,0.0,0,0,97526183.0,,18.3956314537601,,0,0,2,2
1912,Equestrian Eventing,United States,USA,0.0,0,0,97526183.0,,18.3956314537601,,0,0,1,1
1912,Shooting,United States,USA,6.0,26,0,97526183.0,,18.3956314537601,,7,4,3,14
1912,Swimming,United States,USA,2.0,7,0,97526183.0,,18.3956314537601,,2,1,1,4
1920,Athletics,United States,USA,42.0,90,0,109122856.0,,18.50798493390143,,9,12,8,29
1920,Boxing,United States,USA,18.0,16,0,109122856.0,,18.50798493390143,,3,0,1,4
1920,Diving,United States,USA,1.0,14,0,109122856.0,,18.50798493390143,,3,2,3,8
1920,Fencing,United States,USA,10.0,17,0,109122856.0,,18.50798493390143,,0,0,1,1
1920,Figure Skating,United States,USA,0.0,2,0,109122856.0,,18.50798493390143,,0,0,1,1
1920,Ice Hockey,United States,USA,0.0,11,0,109122856.0,,18.50798493390143,,0,1,0,1
1920,Polo,United States,USA,0.0,4,0,109122856.0,,18.50798493390143,,0,0,1,1
1920,Rowing,United States,USA,13.0,15,0,109122856.0,,18.50798493390143,,3,1,0,4
1920,Rugby,United States,USA,0.0,16,0,109122856.0,,18.50798493390143,,1,0,0,1
1920,Shooting,United States,USA,14.0,29,0,109122856.0,,18.50798493390143,,13,4,6,23
1920,Swimming,United States,USA,4.0,22,0,109122856.0,,18.50798493390143,,8,5,3,16
1920,Wrestling,United States,USA,2.0,18,0,109122856.0,,18.50798493390143,,1,2,3,6
1924,Artistic Gymnastics,United States,USA,32.0,0,0,116564054.0,,18.573951508196,,1,0,0,1
1924,Athletics,United States,USA,29.0,96,0,116564054.0,,18.573951508196,,12,10,10,32
1924,Boxing,United States,USA,4.0,16,0,116564054.0,,18.573951508196,,2,2,2,6
1924,Diving,United States,USA,8.0,10,0,116564054.0,,18.573951508196,,4,4,3,11
1924,Equestrian Eventing,United States,USA,1.0,0,0,116564054.0,,18.573951508196,,0,0,1,1
1924,Polo,United States,USA,1.0,4,0,116564054.0,,18.573951508196,,0,1,0,1
1924,Rowing,United States,USA,4.0,20,0,116564054.0,,18.573951508196,,2,1,2,5
1924,Rugby,United States,USA,1.0,19,0,116564054.0,,18.573951508196,,1,0,0,1
1924,Shooting,United States,USA,23.0,21,0,116564054.0,,18.573951508196,,5,2,2,9
1924,Swimming,United States,USA,16.0,26,0,116564054.0,,18.573951508196,,9,5,5,19
1924,Tennis,United States,USA,8.0,9,0,116564054.0,,18.573951508196,,5,1,0,6
1924,Water Polo,United States,USA,3.0,9,0,116564054.0,,18.573951508196,,0,0,1,1
1924,Wrestling,United States,USA,6.0,14,0,116564054.0,,18.573951508196,,4,1,1,6
1928,Athletics,United States,USA,32.0,98,0,123182716.0,,18.629179315132053,,9,8,8,25
1928,Boxing,United States,USA,6.0,8,0,123182716.0,,18.629179315132053,,0,2,1,3
1928,Diving,United States,USA,11.0,9,0,123182716.0,,18.629179315132053,,4,3,2,9
1928,Fencing,United States,USA,1.0,16,0,123182716.0,,18.629179315132053,,0,0,1,1
1928,Rowing,United States,USA,5.0,26,0,123182716.0,,18.629179315132053,,2,2,1,5
1928,Swimming,United States,USA,19.0,23,0,123182716.0,,18.629179315132053,,6,2,3,11
1928,Wrestling,United States,USA,6.0,7,0,123182716.0,,18.629179315132053,,1,1,0,2
1932,Art Competitions,United States,USA,1.0,193,0,127777981.0,,18.665804800244942,,3,4,0,7
1932,Artistic Gymnastics,United States,USA,1.0,0,0,127777981.0,,18.665804800244942,,5,6,5,16
1932,Athletics,United States,USA,25.0,82,0,127777981.0,,18.665804800244942,,16,13,6,35
1932,Boxing,United States,USA,3.0,8,0,127777981.0,,18.665804800244942,,2,0,3,5
1932,Diving,United States,USA,9.0,9,0,127777981.0,,18.665804800244942,,4,4,4,12
1932,Equestrian Dressage,United States,USA,0.0,0,0,127777981.0,,18.665804800244942,,0,0,2,2
1932,Equestrian Eventing,United States,USA,1.0,0,0,127777981.0,,18.665804800244942,,1,1,0,2
