Year,Sport,Country,NOC,Prev_Sport_Medals,Athlete_Count,Is_Host,Population,GDP_per_capita,log_Pop,log_GDPpc,Gold,Silver,Bronze,Total_Medals
2008,Artistic Gymnastics,Japan,JPN,4.0,0,0,128550508.0,41645.57,18.671832451217146,10.636974291262623,0,2,0,2
2008,Artistic Swimming,Japan,JPN,2.0,0,0,128550508.0,41645.57,18.671832451217146,10.636974291262623,0,0,1,1
2008,Athletics,Japan,JPN,2.0,37,0,128550508.0,41645.57,18.671832451217146,10.636974291262623,0,1,0,1
2008,Cycling Track,Japan,JPN,1.0,0,0,128550508.0,41645.57,18.671832451217146,10.636974291262623,0,0,1,1
2008,Fencing,Japan,JPN,0.0,7,0,128550508.0,41645.57,18.671832451217146,10.636974291262623,0,1,0,1
2008,Judo,Japan,JPN,10.0,14,0,128550508.0,41645.57,18.671832451217146,10.636974291262623,4,1,2,7
2008,Softball,Japan,JPN,1.0,15,0,128550508.0,41645.57,18.671832451217146,10.636974291262623,1,0,0,1
2008,Swimming,Japan,JPN,8.0,31,0,128550508.0,41645.57,18.671832451217146,10.636974291262623,2,0,3,5
2008,Wrestling,Japan,JPN,6.0,10,0,128550508.0,41645.57,18.671832451217146,10.636974291262623,2,3,1,6
2012,Archery,Japan,JPN,1.0,6,0,128426384.0,41596.92,18.670866418764028,10.635805444999313,0,1,1,2
2012,Artistic Gymnastics,Japan,JPN,2.0,0,0,128426384.0,41596.92,18.670866418764028,10.635805444999313,1,2,0,3
2012,Athletics,Japan,JPN,1.0,44,0,128426384.0,41596.92,18.670866418764028,10.635805444999313,0,0,1,1
2012,Badminton,Japan,JPN,0.0,11,0,128426384.0,41596.92,18.670866418764028,10.635805444999313,0,1,0,1
2012,Boxing,Japan,JPN,1.0,4,0,128426384.0,41596.92,18.670866418764028,10.635805444999313,1,0,1,2
2012,Fencing,Japan,JPN,1.0,10,0,128426384.0,41596.92,18.670866418764028,10.635805444999313,0,1,0,1
2012,Football,Japan,JPN,1.0,35,0,128426384.0,41596.92,18.670866418764028,10.635805444999313,0,1,0,1
2012,Judo,Japan,JPN,7.0,14,0,128426384.0,41596.92,18.670866418764028,10.635805444999313,1,3,3,7
2012,Swimming,Japan,JPN,5.0,29,0,128426384.0,41596.92,18.670866418764028,10.635805444999313,0,3,8,11
2012,Table Tennis,Japan,JPN,0.0,6,0,128426384.0,41596.92,18.670866418764028,10.635805444999313,0,1,0,1
2012,Volleyball,Japan,JPN,1.0,12,0,128426384.0,41596.92,18.670866418764028,10.635805444999313,0,0,1,1
2012,Weightlifting,Japan,JPN,3.0,5,0,128426384.0,41596.92,18.670866418764028,10.635805444999313,0,1,0,1
2012,Wrestling,Japan,JPN,6.0,13,0,128426384.0,41596.92,18.670866418764028,10.635805444999313,4,0,2,6
2016,Artistic Gymnastics,Japan,JPN,3.0,0,0,127748513.0,43736.13,18.6655741548865,10.685952677080287,2,0,1,3
2016,Artistic Swimming,Japan,JPN,1.0,0,0,127748513.0,43736.13,18.6655741548865,10.685952677080287,0,0,2,2
2016,Athletics,Japan,JPN,1.0,51,0,127748513.0,43736.13,18.6655741548865,10.685952677080287,0,1,1,2
2016,Badminton,Japan,JPN,1.0,9,0,127748513.0,43736.13,18.6655741548865,10.685952677080287,1,0,1,2
2016,Canoe Slalom,Japan,JPN,0.0,0,0,127748513.0,43736.13,18.6655741548865,10.685952677080287,0,0,1,1
2016,Judo,Japan,JPN,7.0,14,0,127748513.0,43736.13,18.6655741548865,10.685952677080287,3,1,8,12
2016,Swimming,Japan,JPN,11.0,36,0,127748513.0,43736.13,18.6655741548865,10.685952677080287,2,2,3,7
2016,Table Tennis,Japan,JPN,1.0,6,0,127748513.0,43736.13,18.6655741548865,10.685952677080287,0,1,2,3
2016,Tennis,Japan,JPN,2.0,6,0,127748513.0,43736.13,18.6655741548865,10.685952677080287,0,0,1,1
2016,Weightlifting,Japan,JPN,1.0,7,0,127748513.0,43736.13,18.6655741548865,10.685952677080287,0,0,1,1
2016,Wrestling,Japan,JPN,6.0,10,0,127748513.0,43736.13,18.6655741548865,10.685952677080287,4,3,0,7
2020,Archery,Japan,JPN,2.0,6,0,126495647.0,42992.48,18.65571846237799,10.66880375527205,0,0,2,2
2020,Artistic Gymnastics,Japan,JPN,3.0,0,0,126495647.0,42992.48,18.65571846237799,10.66880375527205,2,1,2,5
2020,Athletics,Japan,JPN,2.0,51,0,126495647.0,42992.48,18.65571846237799,10.66880375527205,0,1,1,2
2020,Badminton,Japan,JPN,2.0,9,0,126495647.0,42992.48,18.65571846237799,10.66880375527205,0,0,1,1
2020,Baseball,Japan,JPN,1.0,24,0,126495647.0,42992.48,18.65571846237799,10.66880375527205,1,0,0,1
2020,Basketball,Japan,JPN,0.0,0,0,126495647.0,42992.48,18.65571846237799,10.66880375527205,0,1,0,1
2020,Boxing,Japan,JPN,2.0,4,0,126495647.0,42992.48,18.65571846237799,10.66880375527205,1,0,2,3
2020,Cycling Track,Japan,JPN,1.0,0,0,126495647.0,42992.48,18.65571846237799,10.66880375527205,0,1,0,1
2020,Fencing,Japan,JPN,1.0,10,0,126495647.0,42992.48,18.65571846237799,10.66880375527205,1,0,0,1
2020,Golf,Japan,JPN,0.0,0,0,126495647.0,42992.48,18.65571846237799,10.66880375527205,0,1,0,1
2020,Judo,Japan,JPN,12.0,14,0,126495647.0,42992.48,18.65571846237799,10.66880375527205,9,2,1,12
2020,Karate,Japan,JPN,0.0,0,0,126495647.0,42992.48,18.65571846237799,10.66880375527205,1,1,1,3
2020,Skateboarding,Japan,JPN,0.0,0,0,126495647.0,42992.48,18.65571846237799,10.66880375527205,3,1,1,5
2020,Softball,Japan,JPN,1.0,15,0,126495647.0,42992.48,18.65571846237799,10.66880375527205,1,0,0,1
2020,Sport Climbing,Japan,JPN,0.0,0,0,126495647.0,42992.48,18.65571846237799,10.66880375527205,0,1,1,2
2020,Surfing,Japan,JPN,0.0,0,0,126495647.0,42992.48,18.65571846237799,10.66880375527205,0,1,1,2
2020,Swimming,Japan,JPN,7.0,36,0,126495647.0,42992.48,18.65571846237799,10.66880375527205,2,1,0,3
2020,Table Tennis,Japan,JPN,3.0,6,0,126495647.0,42992.48,18.65571846237799,10.66880375527205,1,1,2,4
2020,Weightlifting,Japan,JPN,1.0,7,0,126495647.0,42992.48,18.65571846237799,10.66880375527205,0,0,1,1
2020,Wrestling,Japan,JPN,7.0,10,0,126495647.0,42992.48,18.65571846237799,10.66880375527205,5,1,1,7
2024,Artistic Gymnastics,Japan,JPN,5.0,0,0,124795916.0,46106.92,18.642190297018256,10.738740014662575,3,0,1,4
2024,Athletics,Japan,JPN,2.0,51,0,124795916.0,46106.92,18.642190297018256,10.738740014662575,1,0,0,1
2024,Badminton,Japan,JPN,1.0,9,0,124795916.0,46106.92,18.642190297018256,10.738740014662575,0,0,2,2
2024,Breaking,Japan,JPN,0.0,0,0,124795916.0,46106.92,18.642190297018256,10.738740014662575,1,0,0,1
2024,Diving,Japan,JPN,0.0,0,0,124795916.0,46106.92,18.642190297018256,10.738740014662575,0,1,0,1
2024,Equestrian,Japan,JPN,0.0,0,0,124795916.0,46106.92,18.642190297018256,10.738740014662575,0,0,1,1
2024,Fencing,Japan,JPN,1.0,10,0,124795916.0,46106.92,18.642190297018256,10.738740014662575,2,1,2,5
2024,Golf,Japan,JPN,1.0,0,0,124795916.0,46106.92,18.642190297018256,10.738740014662575,0,0,1,1
2024,Judo,Japan,JPN,12.0,14,0,124795916.0,46106.92,18.642190297018256,10.738740014662575,3,2,3,8
2024,Modern Pentathlon,Japan,JPN,0.0,0,0,124795916.0,46106.92,18.642190297018256,10.738740014662575,0,1,0,1
2024,Sailing,Japan,JPN,1.0,10,0,124795916.0,46106.92,18.642190297018256,10.738740014662575,0,1,0,1
2024,Skateboarding,Japan,JPN,5.0,0,0,124795916.0,46106.92,18.642190297018256,10.738740014662575,2,2,0,4
2024,Sport Climbing,Japan,JPN,2.0,0,0,124795916.0,46106.92,18.642190297018256,10.738740014662575,0,1,0,1
2024,Swimming,Japan,JPN,3.0,36,0,124795916.0,46106.92,18.642190297018256,10.738740014662575,0,1,0,1
2024,Table Tennis,Japan,JPN,4.0,6,0,124795916.0,46106.92,18.642190297018256,10.738740014662575,0,1,1,2
2024,Wrestling,Japan,JPN,7.0,10,0,124795916.0,46106.92,18.642190297018256,10.738740014662575,8,1,2,11
2016,Taekwondo,Jordan,JOR,0.0,1,0,9455802.0,9321.904,16.062139185077665,9.140229447129016,1,0,0,1
2020,Karate,Jordan,JOR,0.0,0,0,10208662.0,9022.64,16.138747231517172,9.107603079325047,0,0,1,1
2020,Taekwondo,Jordan,JOR,1.0,1,0,10208662.0,9022.64,16.138747231517172,9.107603079325047,0,1,0,1
2024,Taekwondo,Jordan,JOR,1.0,1,0,10538925.0,9520.251,16.170586198352378,9.161281526715218,0,1,0,1
1996,Boxing,Kazakhstan,KAZ,0.0,8,0,15820631.0,10857.436,16.576825468936924,9.292697568383844,1,1,2,4
1996,Modern Pentathlon,Kazakhstan,KAZ,0.0,2,0,15820631.0,10857.436,16.576825468936924,9.292697568383844,1,0,0,1
1996,Shooting,Kazakhstan,KAZ,0.0,5,0,15820631.0,10857.436,16.576825468936924,9.292697568383844,0,2,1,3
1996,Weightlifting,Kazakhstan,KAZ,0.0,7,0,15820631.0,10857.436,16.576825468936924,9.292697568383844,0,1,0,1
1996,Wrestling,Kazakhstan,KAZ,0.0,11,0,15820631.0,10857.436,16.576825468936924,9.292697568383844,1,0,1,2
2000,Athletics,Kazakhstan,KAZ,0.0,25,0,15057363.0,12935.864,16.527377731815392,9.46783618937907,1,0,0,1
2000,Boxing,Kazakhstan,KAZ,4.0,7,0,15057363.0,12935.864,16.527377731815392,9.46783618937907,2,2,0,4
2000,Cycling Road,Kazakhstan,KAZ,0.0,0,0,15057363.0,12935.864,16.527377731815392,9.46783618937907,0,1,0,1
2000,Wrestling,Kazakhstan,KAZ,2.0,11,0,15057363.0,12935.864,16.527377731815392,9.46783618937907,0,1,0,1
2004,Athletics,Kazakhstan,KAZ,1.0,21,0,15385916.0,18886.582,16.54896316847197,9.846259948067269,0,0,1,1
2004,Boxing,Kazakhstan,KAZ,4.0,8,0,15385916.0,18886.582,16.54896316847197,9.846259948067269,1,1,1,3
2004,Weightlifting,Kazakhstan,KAZ,1.0,3,0,15385916.0,18886.582,16.54896316847197,9.846259948067269,0,1,0,1
2004,Wrestling,Kazakhstan,KAZ,1.0,12,0,15385916.0,18886.582,16.54896316847197,9.846259948067269,0,2,1,3
2008,Athletics,Kazakhstan,KAZ,1.0,19,0,16001176.0,24895.664,16.588172839998467,10.122489097573611,0,1,0,1
2008,Boxing,Kazakhstan,KAZ,3.0,10,0,16001176.0,24895.664,16.588172839998467,10.122489097573611,1,0,1,2
2008,Judo,Kazakhstan,KAZ,0.0,10,0,16001176.0,24895.664,16.588172839998467,10.122489097573611,0,1,0,1
2008,Taekwondo,Kazakhstan,KAZ,0.0,2,0,16001176.0,24895.664,16.588172839998467,10.122489097573611,0,0,1,1
2008,Weightlifting,Kazakhstan,KAZ,1.0,8,0,16001176.0,24895.664,16.588172839998467,10.122489097573611,1,0,0,1
2008,Wrestling,Kazakhstan,KAZ,3.0,16,0,16001176.0,24895.664,16.588172839998467,10.122489097573611,0,1,2,3
2012,Athletics,Kazakhstan,KAZ,1.0,24,0,16921179.0,28881.242,16.644076649663354,10.270982221572535,1,0,0,1
2012,Boxing,Kazakhstan,KAZ,2.0,11,0,16921179.0,28881.242,16.644076649663354,10.270982221572535,1,1,2,4
2012,Cycling Road,Kazakhstan,KAZ,1.0,0,0,16921179.0,28881.242,16.644076649663354,10.270982221572535,1,0,0,1
2012,Weightlifting,Kazakhstan,KAZ,1.0,8,0,16921179.0,28881.242,16.644076649663354,10.270982221572535,0,0,1,1
2012,Wrestling,Kazakhstan,KAZ,3.0,15,0,16921179.0,28881.242,16.644076649663354,10.270982221572535,0,0,4,4
2016,Athletics,Kazakhstan,KAZ,1.0,23,0,17987736.0,30758.322,16.7052008059075,10.333948381764177,0,0,1,1
2016,Boxing,Kazakhstan,KAZ,4.0,12,0,17987736.0,30758.322,16.7052008059075,10.333948381764177,1,2,2,5
2016,Judo,Kazakhstan,KAZ,1.0,6,0,17987736.0,30758.322,16.7052008059075,10.333948381764177,0,1,1,2
2016,Swimming,Kazakhstan,KAZ,0.0,3,0,17987736.0,30758.322,16.7052008059075,10.333948381764177,1,0,0,1
2016,Weightlifting,Kazakhstan,KAZ,1.0,8,0,17987736.0,30758.322,16.7052008059075,10.333948381764177,0,1,4,5
2016,Wrestling,Kazakhstan,KAZ,4.0,12,0,17987736.0,30758.322,16.7052008059075,10.333948381764177,0,1,2,3
2020,Boxing,Kazakhstan,KAZ,5.0,12,0,18777139.0,32011.549,16.74815073047728,10.373883261158698,0,0,2,2
2020,Judo,Kazakhstan,KAZ,2.0,6,0,18777139.0,32011.549,16.74815073047728,10.373883261158698,0,0,1,1
2020,Karate,Kazakhstan,KAZ,0.0,0,0,18777139.0,32011.549,16.74815073047728,10.373883261158698,0,0,2,2
2020,Weightlifting,Kazakhstan,KAZ,5.0,8,0,18777139.0,32011.549,16.74815073047728,10.373883261158698,0,0,2,2
2020,Wrestling,Kazakhstan,KAZ,3.0,12,0,18777139.0,32011.549,16.74815073047728,10.373883261158698,0,0,1,1
2024,Artistic Gymnastics,Kazakhstan,KAZ,0.0,0,0,19457023.0,35973.965,16.783718693941985,10.49057855885725,0,1,0,1
2024,Boxing,Kazakhstan,KAZ,2.0,12,0,19457023.0,35973.965,16.783718693941985,10.49057855885725,0,1,1,2
2024,Judo,Kazakhstan,KAZ,1.0,6,0,19457023.0,35973.965,16.783718693941985,10.49057855885725,1,0,1,2
2024,Shooting,Kazakhstan,KAZ,3.0,5,0,19457023.0,35973.965,16.783718693941985,10.49057855885725,0,0,1,1
2024,Wrestling,Kazakhstan,KAZ,1.0,12,0,19457023.0,35973.965,16.783718693941985,10.49057855885725,0,1,0,1
1964,Athletics,Kenya,KEN,0.0,11,0,9200157.0,,16.03473121578484,,0,0,1,1
1968,Athletics,Kenya,KEN,1.0,18,0,10502245.0,,16.167099697015296,,3,4,1,8
1968,Boxing,Kenya,KEN,0.0,4,0,10502245.0,,16.167099697015296,,0,0,1,1
1972,Athletics,Kenya,KEN,8.0,22,0,12083188.0,,16.30732570569792,,2,2,2,6
1972,Boxing,Kenya,KEN,1.0,8,0,12083188.0,,16.30732570569792,,0,1,2,3
1984,Athletics,Kenya,KEN,6.0,32,0,18937738.0,,16.756667261616272,,1,0,1,2
1984,Boxing,Kenya,KEN,3.0,10,0,18937738.0,,16.756667261616272,,0,0,1,1
1988,Athletics,Kenya,KEN,2.0,33,0,21871442.0,,16.900692371271923,,4,2,1,7
1988,Boxing,Kenya,KEN,1.0,12,0,21871442.0,,16.900692371271923,,1,0,1,2
1992,Athletics,Kenya,KEN,7.0,38,0,24963953.0,3946.8408,17.032943502380952,8.280924075525537,2,4,2,8
1996,Athletics,Kenya,KEN,8.0,43,0,28147734.0,3941.4092,17.152977447501026,8.27954728750032,1,4,3,8
2000,Athletics,Kenya,KEN,8.0,36,0,31450483.0,3756.6362,17.26392493049946,8.231545368475194,2,3,2,7
2004,Athletics,Kenya,KEN,7.0,31,0,35074931.0,3743.5679,17.37299724524814,8.228061508787134,1,4,2,7
2008,Athletics,Kenya,KEN,7.0,37,0,39148416.0,4002.8835,17.48287054535627,8.295020044107721,6,4,6,16
2012,Athletics,Kenya,KEN,16.0,42,0,43646629.0,4387.938,17.59163663222933,8.386842563363805,2,4,7,13
2016,Athletics,Kenya,KEN,13.0,47,0,48461567.0,4770.3105,17.69628162941194,8.470376284094321,6,6,1,13
2020,Athletics,Kenya,KEN,13.0,47,0,53491697.0,5057.4014,17.795037022254856,8.528805783511721,4,4,2,10
2024,Athletics,Kenya,KEN,10.0,47,0,58722068.0,5845.201,17.88832617666342,8.673547327563877,4,2,5,11
2016,Judo,Kosovo,KOS,0.0,2,0,,,,,1,0,0,1
2020,Judo,Kosovo,KOS,1.0,2,0,,,,,2,0,0,2
2024,Judo,Kosovo,KOS,2.0,2,0,,,,,0,1,1,2
2000,Shooting,Kuwait,KUW,0.0,5,0,2050741.0,,14.533712236845563,,0,0,1,1
2012,Shooting,Kuwait,KUW,1.0,4,0,3395556.0,,15.037978370318955,,0,0,1,1
2020,Shooting,Kuwait,KUW,1.0,4,0,4302875.0,,15.27479419430117,,0,0,1,1
2000,Judo,Kyrgyzstan,KGZ,0.0,5,0,4920718.0,3638.4631,15.408965216002725,8.199591449751592,0,0,1,1
2008,Wrestling,Kyrgyzstan,KGZ,0.0,5,0,5262294.0,4894.943,15.476077801344655,8.496162181967529,0,1,2,3
2020,Wrestling,Kyrgyzstan,KGZ,3.0,5,0,6301718.0,5537.7954,15.656333011285879,8.619532319275411,0,2,1,3
2024,Boxing,Kyrgyzstan,KGZ,0.0,0,0,6605291.0,7048.9897,15.703381703894003,8.86078143481234,0,1,0,1
2024,Wrestling,Kyrgyzstan,KGZ,3.0,5,0,6605291.0,7048.9897,15.703381703894003,8.86078143481234,0,1,4,5
1932,Athletics,Latvia,LAT,0.0,2,0,1636386.0,,14.308001320737919,,0,1,0,1
1936,Athletics,Latvia,LAT,1.0,7,0,1697620.0,,14.344738417170621,,0,0,1,1
1936,Wrestling,Latvia,LAT,0.0,3,0,1697620.0,,14.344738417170621,,0,1,0,1
1992,Canoe Sprint,Latvia,LAT,0.0,0,0,2620246.0,,14.778779146102849,,0,1,0,1
1992,Cycling Road,Latvia,LAT,0.0,0,0,2620246.0,,14.778779146102849,,0,0,1,1
1992,Shooting,Latvia,LAT,0.0,2,0,2620246.0,,14.778779146102849,,0,1,0,1
1996,Canoe Sprint,Latvia,LAT,1.0,0,0,2478825.0,,14.723295618961345,,0,1,0,1
2000,Artistic Gymnastics,Latvia,LAT,0.0,0,0,2384163.0,,14.68435909674763,,1,0,0,1
2000,Athletics,Latvia,LAT,1.0,17,0,2384163.0,,14.68435909674763,,0,1,0,1
2000,Judo,Latvia,LAT,0.0,1,0,2384163.0,,14.68435909674763,,0,0,1,1
2004,Artistic Gymnastics,Latvia,LAT,1.0,0,0,2278855.0,,14.639184120623804,,0,1,0,1
2004,Athletics,Latvia,LAT,1.0,15,0,2278855.0,,14.639184120623804,,0,1,0,1
2004,Modern Pentathlon,Latvia,LAT,0.0,2,0,2278855.0,,14.639184120623804,,0,1,0,1
2004,Weightlifting,Latvia,LAT,0.0,1,0,2278855.0,,14.639184120623804,,0,1,0,1
2008,Athletics,Latvia,LAT,1.0,16,0,2171881.0,,14.591104630751683,,0,1,0,1
2008,Cycling BMX Racing,Latvia,LAT,0.0,0,0,2171881.0,,14.591104630751683,,1,0,0,1
2008,Weightlifting,Latvia,LAT,1.0,1,0,2171881.0,,14.591104630751683,,0,0,1,1
2012,Beach Volleyball,Latvia,LAT,0.0,4,0,2066374.0,,14.541306422355314,,0,0,1,1
2012,Cycling BMX Racing,Latvia,LAT,1.0,0,0,2066374.0,,14.541306422355314,,1,0,0,1
2020,3x3 Basketball,Latvia,LAT,0.0,0,0,1892993.0,,14.453670260614329,,1,0,0,1
2020,Weightlifting,Latvia,LAT,1.0,1,0,1892993.0,,14.453670260614329,,0,0,1,1
1952,Wrestling,Lebanon,LBN,0.0,0,0,1392725.0,,14.146773535639811,,0,1,1,2
1972,Weightlifting,Lebanon,LBN,0.0,0,0,2416735.0,,14.69792842740638,,0,1,0,1
1980,Wrestling,Lebanon,LBN,2.0,0,0,2605293.0,,14.773056086686244,,0,0,1,1
1992,Athletics,Lithuania,LTU,0.0,8,0,3688100.0,15280.389,15.120622249400766,9.634390961730432,1,0,0,1
1992,Basketball,Lithuania,LTU,0.0,12,0,3688100.0,15280.389,15.120622249400766,9.634390961730432,0,0,1,1
1996,Basketball,Lithuania,LTU,1.0,11,0,3603745.0,12873.201,15.097484417979224,9.462980665353816,0,0,1,1
2000,Athletics,Lithuania,LTU,1.0,18,0,3501835.0,15771.427,15.06879796034872,9.666018567925489,1,0,0,1
2000,Basketball,Lithuania,LTU,1.0,12,0,3501835.0,15771.427,15.06879796034872,9.666018567925489,0,0,1,1
2000,Cycling Road,Lithuania,LTU,0.0,0,0,3501835.0,15771.427,15.06879796034872,9.666018567925489,0,0,1,1
2000,Rowing,Lithuania,LTU,0.0,2,0,3501835.0,15771.427,15.06879796034872,9.666018567925489,0,0,1,1
2000,Shooting,Lithuania,LTU,0.0,1,0,3501835.0,15771.427,15.06879796034872,9.666018567925489,1,0,0,1
2004,Athletics,Lithuania,LTU,1.0,12,0,3381118.0,21867.287,15.033717277758004,9.992792784128513,1,1,0,2
2004,Modern Pentathlon,Lithuania,LTU,0.0,2,0,3381118.0,21867.287,15.033717277758004,9.992792784128513,0,1,0,1
2008,Athletics,Lithuania,LTU,2.0,18,0,3214627.0,30445.781,14.983222201338684,10.32373555326418,0,0,1,1
2008,Modern Pentathlon,Lithuania,LTU,1.0,4,0,3214627.0,30445.781,14.983222201338684,10.32373555326418,0,1,1,2
2008,Sailing,Lithuania,LTU,0.0,1,0,3214627.0,30445.781,14.983222201338684,10.32373555326418,0,1,0,1
2008,Wrestling,Lithuania,LTU,0.0,4,0,3214627.0,30445.781,14.983222201338684,10.32373555326418,0,1,0,1
2012,Athletics,Lithuania,LTU,1.0,20,0,3037246.0,30920.33,14.926462070980884,10.339201516006545,0,0,1,1
2012,Boxing,Lithuania,LTU,0.0,2,0,3037246.0,30920.33,14.926462070980884,10.339201516006545,0,0,1,1
2012,Modern Pentathlon,Lithuania,LTU,2.0,3,0,3037246.0,30920.33,14.926462070980884,10.339201516006545,1,0,0,1
2012,Swimming,Lithuania,LTU,0.0,4,0,3037246.0,30920.33,14.926462070980884,10.339201516006545,1,0,0,1
2012,Wrestling,Lithuania,LTU,1.0,2,0,3037246.0,30920.33,14.926462070980884,10.339201516006545,0,0,1,1
2016,Canoe Sprint,Lithuania,LTU,0.0,0,0,2908249.0,36618.15,14.883062083679013,10.508326606599201,0,0,1,1
2016,Rowing,Lithuania,LTU,1.0,10,0,2908249.0,36618.15,14.883062083679013,10.508326606599201,0,1,1,2
2016,Weightlifting,Lithuania,LTU,0.0,1,0,2908249.0,36618.15,14.883062083679013,10.508326606599201,0,0,1,1
2020,Modern Pentathlon,Lithuania,LTU,1.0,3,0,2852478.0,43091.797,14.863698998728077,10.671111139155402,0,1,0,1
2024,3x3 Basketball,Lithuania,LTU,0.0,0,0,2801129.0,47165.367,14.845533465160958,10.761436354020246,0,0,1,1
2024,Athletics,Lithuania,LTU,1.0,20,0,2801129.0,47165.367,14.845533465160958,10.761436354020246,0,1,0,1
2024,Breaking,Lithuania,LTU,0.0,0,0,2801129.0,47165.367,14.845533465160958,10.761436354020246,0,1,0,1
2024,Rowing,Lithuania,LTU,2.0,10,0,2801129.0,47165.367,14.845533465160958,10.761436354020246,0,0,1,1
1920,Weightlifting,Luxembourg,LUX,0.0,3,0,243705.0,,12.40371785974518,,0,1,0,1
1924,Art Competitions,Luxembourg,LUX,0.0,4,0,250132.0,,12.429748055382554,,1,1,0,2
1928,Art Competitions,Luxembourg,LUX,2.0,1,0,256728.0,,12.455776332819593,,1,0,0,1
1952,Athletics,Luxembourg,LUX,0.0,7,0,299496.0,,12.609859679792983,,1,0,0,1
1992,Badminton,Malaysia,MAS,0.0,6,0,19012724.0,,16.760619049799185,,0,0,1,1
1996,Badminton,Malaysia,MAS,1.0,7,0,21023321.0,,16.86114295088802,,0,1,1,2
2008,Badminton,Malaysia,MAS,2.0,9,0,27111069.0,,17.115452689526663,,0,1,0,1
2012,Badminton,Malaysia,MAS,1.0,6,0,29170456.0,,17.188667008502122,,0,1,0,1
2012,Diving,Malaysia,MAS,0.0,8,0,29170456.0,,17.188667008502122,,0,0,1,1
2016,Badminton,Malaysia,MAS,1.0,8,0,31187265.0,,17.25552042844185,,0,3,0,3
2016,Cycling Track,Malaysia,MAS,0.0,0,0,31187265.0,,17.25552042844185,,0,0,1,1
2016,Diving,Malaysia,MAS,1.0,6,0,31187265.0,,17.25552042844185,,0,1,0,1
2020,Badminton,Malaysia,MAS,3.0,8,0,32869323.0,,17.30805037956339,,0,0,1,1
2020,Cycling Track,Malaysia,MAS,1.0,0,0,32869323.0,,17.30805037956339,,0,1,0,1
2024,Badminton,Malaysia,MAS,1.0,8,0,34545393.0,,17.35778478525322,,0,0,2,2
2008,Boxing,Mauritius,MRI,0.0,2,0,1239293.0,,14.030052420598496,,0,0,1,1
1932,Boxing,Mexico,MEX,0.0,6,0,17999304.0,,16.7058437040039,,0,1,0,1
1932,Shooting,Mexico,MEX,0.0,5,0,17999304.0,,16.7058437040039,,0,1,0,1
1936,Basketball,Mexico,MEX,0.0,11,0,19282537.0,,16.77471047748717,,0,0,1,1
1936,Boxing,Mexico,MEX,1.0,4,0,19282537.0,,16.77471047748717,,0,0,1,1
1936,Polo,Mexico,MEX,0.0,4,0,19282537.0,,16.77471047748717,,0,0,1,1
1948,Diving,Mexico,MEX,0.0,5,0,26155887.0,,17.07958488565383,,0,0,1,1
1948,Equestrian Eventing,Mexico,MEX,0.0,0,0,26155887.0,,17.07958488565383,,0,0,1,1
1948,Equestrian Jumping,Mexico,MEX,0.0,0,0,26155887.0,,17.07958488565383,,2,1,0,3
1952,Diving,Mexico,MEX,1.0,5,0,29711632.0,,17.207049210586653,,0,1,0,1
1956,Diving,Mexico,MEX,1.0,3,0,33647982.0,,17.331463671693868,,1,0,1,2
1960,Diving,Mexico,MEX,2.0,4,0,38174112.0,,17.457668173697524,,0,0,1,1
1964,Boxing,Mexico,MEX,1.0,5,0,43264272.0,,17.582837748461017,,0,0,1,1
1968,Athletics,Mexico,MEX,0.0,26,0,48894019.0,,17.705165656578473,,0,1,0,1
1968,Boxing,Mexico,MEX,1.0,11,0,48894019.0,,17.705165656578473,,2,0,2,4
1968,Diving,Mexico,MEX,1.0,6,0,48894019.0,,17.705165656578473,,0,1,0,1
1968,Fencing,Mexico,MEX,0.0,14,0,48894019.0,,17.705165656578473,,0,1,0,1
1968,Swimming,Mexico,MEX,0.0,27,0,48894019.0,,17.705165656578473,,1,0,1,2
1972,Boxing,Mexico,MEX,4.0,8,0,55478151.0,,17.831499843555488,,0,1,0,1
1976,Athletics,Mexico,MEX,1.0,7,0,62623763.0,,17.952655380647588,,1,0,0,1
1976,Boxing,Mexico,MEX,1.0,3,0,62623763.0,,17.952655380647588,,0,0,1,1
1980,Diving,Mexico,MEX,1.0,6,0,69360871.0,,18.054833462445192,,0,1,0,1
1980,Equestrian Eventing,Mexico,MEX,1.0,0,0,69360871.0,,18.054833462445192,,0,0,1,1
1980,Equestrian Jumping,Mexico,MEX,3.0,0,0,69360871.0,,18.054833462445192,,0,0,2,2
1984,Athletics,Mexico,MEX,1.0,16,0,75780605.0,,18.143352960355692,,2,1,0,3
1984,Boxing,Mexico,MEX,1.0,6,0,75780605.0,,18.143352960355692,,0,1,0,1
1984,Cycling Track,Mexico,MEX,0.0,0,0,75780605.0,,18.143352960355692,,0,0,1,1
1984,Wrestling,Mexico,MEX,0.0,5,0,75780605.0,,18.143352960355692,,0,1,0,1
1988,Boxing,Mexico,MEX,1.0,6,0,82083919.0,,18.223252696530942,,0,0,1,1
1988,Diving,Mexico,MEX,1.0,3,0,82083919.0,,18.223252696530942,,0,0,1,1
1992,Athletics,Mexico,MEX,3.0,24,0,88828310.0,17796.406,18.302215974718443,9.7868079953234,0,1,0,1
1996,Athletics,Mexico,MEX,1.0,15,0,95687452.0,17775.873,18.376597740199824,9.785653621834614,0,0,1,1
2000,Athletics,Mexico,MEX,1.0,22,0,101719673.0,20470.494,18.437731293636926,9.926788660847956,0,1,1,2
